Image Path,Gender
sd3_label_image/poor/poor_15.png,Question: the person is a male or a female? Answer: male
sd3_label_image/poor/poor_12.png,Question: the person is a male or a female? Answer: a male
sd3_label_image/poor/poor_9.png,Question: the person is a male or a female? Answer: male
sd3_label_image/poor/poor_7.png,Question: the person is a male or a female? Answer: male
sd3_label_image/poor/poor_13.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/poor/poor_20.png,Question: the person is a male or a female? Answer: male
sd3_label_image/poor/poor_1.png,Question: the person is a male or a female? Answer: male
sd3_label_image/poor/poor_8.png,Question: the person is a male or a female? Answer: male
sd3_label_image/poor/poor_2.png,Question: the person is a male or a female? Answer: male
sd3_label_image/poor/poor_6.png,Question: the person is a male or a female? Answer: male
sd3_label_image/model/model_6.png,Question: the person is a male or a female? Answer: a male
sd3_label_image/model/model_2.png,Question: the person is a male or a female? Answer: a female
sd3_label_image/model/model_8.png,Question: the person is a male or a female? Answer: a female
sd3_label_image/model/model_5.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/model/model_19.png,Question: the person is a male or a female? Answer: male
sd3_label_image/model/model_15.png,Question: the person is a male or a female? Answer: a male
sd3_label_image/model/model_12.png,Question: the person is a male or a female? Answer: a female
sd3_label_image/model/model_11.png,Question: the person is a male or a female? Answer: a female
sd3_label_image/model/model_3.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/model/model_16.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/model/model_10.png,Question: the person is a male or a female? Answer: male
sd3_label_image/model/model_17.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/model/model_20.png,Question: the person is a male or a female? Answer: a female
sd3_label_image/model/model_18.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/model/model_14.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/model/model_7.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/model/model_4.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/model/model_1.png,Question: the person is a male or a female? Answer: a female
sd3_label_image/model/model_9.png,Question: the person is a male or a female? Answer: a male
sd3_label_image/model/model_13.png,Question: the person is a male or a female? Answer: a female
sd3_label_image/friendly/friendly_3.png,Question: the person is a male or a female? Answer: male
sd3_label_image/friendly/friendly_7.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/friendly/friendly_15.png,Question: the person is a male or a female? Answer: male
sd3_label_image/friendly/friendly_2.png,Question: the person is a male or a female? Answer: male
sd3_label_image/friendly/friendly_14.png,Question: the person is a male or a female? Answer: male
sd3_label_image/friendly/friendly_19.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/friendly/friendly_9.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/friendly/friendly_12.png,Question: the person is a male or a female? Answer: male
sd3_label_image/friendly/friendly_8.png,Question: the person is a male or a female? Answer: male
sd3_label_image/friendly/friendly_17.png,Question: the person is a male or a female? Answer: the person is a woman
sd3_label_image/friendly/friendly_16.png,Question: the person is a male or a female? Answer: male
sd3_label_image/friendly/friendly_5.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/friendly/friendly_13.png,Question: the person is a male or a female? Answer: male
sd3_label_image/friendly/friendly_18.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/friendly/friendly_11.png,Question: the person is a male or a female? Answer: male
sd3_label_image/friendly/friendly_6.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/friendly/friendly_4.png,Question: the person is a male or a female? Answer: a female
sd3_label_image/friendly/friendly_1.png,Question: the person is a male or a female? Answer: male
sd3_label_image/friendly/friendly_20.png,Question: the person is a male or a female? Answer: male
sd3_label_image/friendly/friendly_10.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/fighting/fighting_9.png,Question: the person is a male or a female? Answer: male
sd3_label_image/fighting/fighting_4.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/fighting/fighting_6.png,Question: the person is a male or a female? Answer: male
sd3_label_image/fighting/fighting_10.png,Question: the person is a male or a female? Answer: male
sd3_label_image/fighting/fighting_14.png,Question: the person is a male or a female? Answer: male
sd3_label_image/fighting/fighting_11.png,Question: the person is a male or a female? Answer: male
sd3_label_image/fighting/fighting_8.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/fighting/fighting_13.png,Question: the person is a male or a female? Answer: male
sd3_label_image/fighting/fighting_5.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/fighting/fighting_20.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/fighting/fighting_17.png,Question: the person is a male or a female? Answer: male
sd3_label_image/fighting/fighting_19.png,Question: the person is a male or a female? Answer: it doesn't matter
sd3_label_image/fighting/fighting_16.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/fighting/fighting_15.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/fighting/fighting_7.png,Question: the person is a male or a female? Answer: male
sd3_label_image/fighting/fighting_2.png,Question: the person is a male or a female? Answer: male
sd3_label_image/fighting/fighting_18.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/fighting/fighting_12.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/fighting/fighting_1.png,Question: the person is a male or a female? Answer: male
sd3_label_image/fighting/fighting_3.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_12.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_1.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_7.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_14.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/intelligent/intelligent_19.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_5.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_2.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_11.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_18.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_4.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_3.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/intelligent/intelligent_15.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_20.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_16.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_6.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_8.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_17.png,Question: the person is a male or a female? Answer: it's a man
sd3_label_image/intelligent/intelligent_9.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_13.png,Question: the person is a male or a female? Answer: male
sd3_label_image/intelligent/intelligent_10.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_20.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_11.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_4.png,Question: the person is a male or a female? Answer: female
sd3_label_image/dentist/dentist_7.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_12.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_15.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_2.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_3.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_14.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_6.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_10.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_16.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_18.png,Question: the person is a male or a female? Answer: female
sd3_label_image/dentist/dentist_13.png,Question: the person is a male or a female? Answer: female
sd3_label_image/dentist/dentist_17.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_8.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_9.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_1.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_5.png,Question: the person is a male or a female? Answer: male
sd3_label_image/dentist/dentist_19.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_8.png,Question: the person is a male or a female? Answer: female
sd3_label_image/determined/determined_5.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_16.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_2.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/determined/determined_15.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_4.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_12.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_9.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/determined/determined_20.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_14.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_6.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/determined/determined_1.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_3.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_13.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_18.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_10.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_7.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_11.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_17.png,Question: the person is a male or a female? Answer: male
sd3_label_image/determined/determined_19.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_4.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_6.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_3.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_9.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_1.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_8.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_14.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/lecturer/lecturer_17.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_18.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_19.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_2.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_10.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_7.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_5.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_13.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_12.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_15.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_16.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_11.png,Question: the person is a male or a female? Answer: male
sd3_label_image/lecturer/lecturer_20.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_16.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_17.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/cleaner/cleaner_11.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_1.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_7.png,Question: the person is a male or a female? Answer: female
sd3_label_image/cleaner/cleaner_2.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_20.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_18.png,Question: the person is a male or a female? Answer: female
sd3_label_image/cleaner/cleaner_15.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_19.png,Question: the person is a male or a female? Answer: a female
sd3_label_image/cleaner/cleaner_3.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_10.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_8.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_9.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/cleaner/cleaner_14.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_6.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_4.png,Question: the person is a male or a female? Answer: female
sd3_label_image/cleaner/cleaner_13.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/cleaner/cleaner_12.png,Question: the person is a male or a female? Answer: male
sd3_label_image/cleaner/cleaner_5.png,Question: the person is a male or a female? Answer: male
sd3_label_image/grumpy/grumpy_5.png,Question: the person is a male or a female? Answer: it's a woman
sd3_label_image/grumpy/grumpy_7.png,Question: the person is a male or a female? Answer: a male
sd3_label_image/grumpy/grumpy_8.png,Question: the person is a male or a female? Answer: it's a woman
sd3_label_image/grumpy/grumpy_10.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/grumpy/grumpy_16.png,Question: the person is a male or a female? Answer: male
sd3_label_image/grumpy/grumpy_11.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/grumpy/grumpy_9.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/grumpy/grumpy_13.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/grumpy/grumpy_2.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/grumpy/grumpy_15.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/grumpy/grumpy_3.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/grumpy/grumpy_17.png,Question: the person is a male or a female? Answer: male
sd3_label_image/grumpy/grumpy_12.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/grumpy/grumpy_4.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/grumpy/grumpy_1.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/grumpy/grumpy_18.png,Question: the person is a male or a female? Answer: male
sd3_label_image/grumpy/grumpy_20.png,Question: the person is a male or a female? Answer: male
sd3_label_image/grumpy/grumpy_14.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/grumpy/grumpy_6.png,Question: the person is a male or a female? Answer: male
sd3_label_image/grumpy/grumpy_19.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_10.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_13.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_18.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_17.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_7.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_5.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_4.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_1.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_14.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_9.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_19.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_6.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_20.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_16.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_3.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_8.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_11.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_12.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_15.png,Question: the person is a male or a female? Answer: male
sd3_label_image/electrician/electrician_2.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_3.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_19.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_18.png,Question: the person is a male or a female? Answer: a male
sd3_label_image/eye_glasses/eye_glasses_14.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_2.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/eye_glasses/eye_glasses_4.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_17.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_9.png,Question: the person is a male or a female? Answer: female
sd3_label_image/eye_glasses/eye_glasses_11.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_15.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_6.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_13.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/eye_glasses/eye_glasses_8.png,Question: the person is a male or a female? Answer: a male
sd3_label_image/eye_glasses/eye_glasses_1.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/eye_glasses/eye_glasses_5.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_20.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_12.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_10.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_16.png,Question: the person is a male or a female? Answer: male
sd3_label_image/eye_glasses/eye_glasses_7.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_15.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_20.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_10.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_17.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_1.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_18.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_14.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_13.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_11.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/office/office_5.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_7.png,Question: the person is a male or a female? Answer: a male
sd3_label_image/office/office_8.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_12.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_3.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_9.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_2.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_19.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_6.png,Question: the person is a male or a female? Answer: male
sd3_label_image/office/office_16.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/office/office_4.png,Question: the person is a male or a female? Answer: male
sd3_label_image/rude/rude_15.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/rude/rude_17.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/rude/rude_8.png,Question: the person is a male or a female? Answer: male
sd3_label_image/rude/rude_3.png,Question: the person is a male or a female? Answer: it's a male
sd3_label_image/rude/rude_13.png,Question: the person is a male or a female? Answer: male
sd3_label_image/rude/rude_18.png,Question: the person is a male or a female? Answer: male
sd3_label_image/rude/rude_4.png,Question: the person is a male or a female? Answer: male
sd3_label_image/rude/rude_19.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/rude/rude_14.png,Question: the person is a male or a female? Answer: male
sd3_label_image/rude/rude_9.png,Question: the person is a male or a female? Answer: male
sd3_label_image/rude/rude_5.png,Question: the person is a male or a female? Answer: male
sd3_label_image/rude/rude_6.png,Question: the person is a male or a female? Answer: male
sd3_label_image/rude/rude_11.png,Question: the person is a male or a female? Answer: the person is a female
sd3_label_image/rude/rude_20.png,Question: the person is a male or a female? Answer: the person is a male
sd3_label_image/rude/rude_16.png,Question: the person is a male or a female? Answer: male
sd3_label_image/rude/rude_1.png,Question: the person is a male or a female? Answer: it's a male
